CustomerID,Count,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Churn Score Category,CLTV Category
5906-CVLHP,1,Yes,1,92,2761,Attitude of service provider,"(90, 100]","(2500, 3000]"
4501-EQDRN,1,Yes,1,98,4620,Attitude of service provider,"(90, 100]","(4500, 5000]"
2990-HWIML,1,Yes,1,82,2898,Attitude of service provider,"(80, 90]","(2500, 3000]"
7384-GHBPI,1,Yes,1,83,2987,Attitude of support person,"(80, 90]","(2500, 3000]"
7603-USHJS,1,Yes,1,78,2010,Attitude of support person,"(70, 80]","(2000, 2500]"
7234-FECYN,1,Yes,1,68,5546,Attitude of support person,"(60, 70]","(5500, 6000]"
5876-HZVZM,1,Yes,1,87,4914,Attitude of service provider,"(80, 90]","(4500, 5000]"
1400-MMYXY,1,Yes,1,71,2715,Attitude of service provider,"(70, 80]","(2500, 3000]"
3085-QUOZK,1,Yes,1,76,3238,Attitude of service provider,"(70, 80]","(3000, 3500]"
3926-CUQZX,1,Yes,1,77,4884,Don't know,"(70, 80]","(4500, 5000]"
1041-RXHRA,1,Yes,1,69,3407,Attitude of support person,"(60, 70]","(3000, 3500]"
1750-CSKKM,1,Yes,1,70,2688,Attitude of support person,"(60, 70]","(2500, 3000]"
7142-HVGBG,1,Yes,1,99,2505,Attitude of service provider,"(90, 100]","(2500, 3000]"
8267-ZNYVZ,1,Yes,1,81,3824,Attitude of service provider,"(80, 90]","(3500, 4000]"
6457-GIRWB,1,Yes,1,88,2843,Attitude of service provider,"(80, 90]","(2500, 3000]"
1450-SKCVI,1,Yes,1,72,5276,Attitude of support person,"(70, 80]","(5000, 5500]"
5570-PTWEH,1,Yes,1,78,2270,Attitude of support person,"(70, 80]","(2000, 2500]"
6502-MJQAE,1,Yes,1,87,2072,Attitude of support person,"(80, 90]","(2000, 2500]"
7693-LCKZL,1,Yes,1,84,5124,Attitude of service provider,"(80, 90]","(5000, 5500]"
0032-PGELS,1,Yes,1,74,5171,Attitude of service provider,"(70, 80]","(5000, 5500]"
6797-LNAQX,1,Yes,1,98,4794,Attitude of service provider,"(90, 100]","(4500, 5000]"
6394-MFYNG,1,Yes,1,89,4956,Attitude of support person,"(80, 90]","(4500, 5000]"
1564-NTYXF,1,Yes,1,99,3363,Attitude of support person,"(90, 100]","(3000, 3500]"
8155-IBNHG,1,Yes,1,74,2325,Attitude of support person,"(70, 80]","(2000, 2500]"
0886-QGENL,1,Yes,1,77,4853,Attitude of service provider,"(70, 80]","(4500, 5000]"
8739-WWKDU,1,Yes,1,90,4849,Attitude of service provider,"(80, 90]","(4500, 5000]"
8685-WHQPW,1,Yes,1,81,2407,Attitude of service provider,"(80, 90]","(2000, 2500]"
4745-LSPLO,1,Yes,1,84,3731,Attitude of support person,"(80, 90]","(3500, 4000]"
8083-YTZES,1,Yes,1,73,3622,Attitude of support person,"(70, 80]","(3500, 4000]"
7240-FQLHE,1,Yes,1,68,5857,Attitude of support person,"(60, 70]","(5500, 6000]"
6664-FPDAC,1,Yes,1,91,4060,Attitude of service provider,"(90, 100]","(4000, 4500]"
0786-VSSUD,1,Yes,1,92,5692,Attitude of service provider,"(90, 100]","(5500, 6000]"
3976-BWUCK,1,Yes,1,94,5255,Attitude of service provider,"(90, 100]","(5000, 5500]"
3585-ISXZP,1,Yes,1,95,5335,Attitude of support person,"(90, 100]","(5000, 5500]"
6583-QGCSI,1,Yes,1,87,5813,Competitor made better offer,"(80, 90]","(5500, 6000]"
4174-LPGTI,1,Yes,1,65,2517,Moved,"(60, 70]","(2500, 3000]"
2108-XWMPY,1,Yes,1,70,2095,Moved,"(60, 70]","(2000, 2500]"
6304-IJFSQ,1,Yes,1,73,5585,Moved,"(70, 80]","(5500, 6000]"
0093-XWZFY,1,Yes,1,93,2832,Competitor had better devices,"(90, 100]","(2500, 3000]"
1980-KXVPM,1,Yes,1,83,3553,Competitor offered higher download speeds,"(80, 90]","(3500, 4000]"
7703-ZEKEF,1,Yes,1,78,5701,Competitor offered more data,"(70, 80]","(5500, 6000]"
0723-DRCLG,1,Yes,1,94,2394,Competitor made better offer,"(90, 100]","(2000, 2500]"
5482-NUPNA,1,Yes,1,90,5730,Competitor had better devices,"(80, 90]","(5500, 6000]"
1122-JWTJW,1,Yes,1,82,3463,Competitor had better devices,"(80, 90]","(3000, 3500]"
1699-HPSBG,1,Yes,1,69,4581,Competitor offered higher download speeds,"(60, 70]","(4500, 5000]"
8775-CEBBJ,1,Yes,1,87,2029,Competitor offered higher download speeds,"(80, 90]","(2000, 2500]"
6894-LFHLY,1,Yes,1,97,5571,Competitor offered higher download speeds,"(90, 100]","(5500, 6000]"
0639-TSIQW,1,Yes,1,70,5620,Competitor offered more data,"(60, 70]","(5500, 6000]"
8361-LTMKD,1,Yes,1,77,5839,Competitor offered more data,"(70, 80]","(5500, 6000]"
7590-VHVEG,1,No,0,27,3964,,"(20, 30]","(3500, 4000]"
5575-GNVDE,1,No,0,61,3441,,"(60, 70]","(3000, 3500]"
7795-CFOCW,1,No,0,66,4307,,"(60, 70]","(4000, 4500]"
1452-KIOVK,1,No,0,43,4459,,"(40, 50]","(4000, 4500]"
6713-OKOMC,1,No,0,51,2013,,"(50, 60]","(2000, 2500]"
6388-TABGU,1,No,0,58,4529,,"(50, 60]","(4500, 5000]"
9763-GRSKD,1,No,0,76,5764,,"(70, 80]","(5500, 6000]"
7469-LKBCI,1,No,0,39,4726,,"(30, 40]","(4500, 5000]"
8091-TTVAX,1,No,0,71,6432,,"(70, 80]","(6000, 6500]"
5129-JLPIS,1,No,0,75,5822,,"(70, 80]","(5500, 6000]"
3655-SNQYZ,1,No,0,43,5141,,"(40, 50]","(5000, 5500]"
8191-XWSZG,1,No,0,35,5186,,"(30, 40]","(5000, 5500]"
9959-WOFKT,1,No,0,73,4479,,"(70, 80]","(4000, 4500]"
4183-MYFRB,1,No,0,57,5982,,"(50, 60]","(5500, 6000]"
1680-VDCWW,1,No,0,77,5279,,"(70, 80]","(5000, 5500]"
3638-WEABW,1,No,0,53,6407,,"(50, 60]","(6000, 6500]"
6322-HRPFA,1,No,0,79,4986,,"(70, 80]","(4500, 5000]"
6865-JZNKO,1,No,0,65,2725,,"(60, 70]","(2500, 3000]"
5248-YGIJN,1,No,0,21,5974,,"(20, 30]","(5500, 6000]"
3841-NFECX,1,No,0,38,5309,,"(30, 40]","(5000, 5500]"
4929-XIHVW,1,No,0,69,4449,,"(60, 70]","(4000, 4500]"
6827-IEAUQ,1,No,0,66,3213,,"(60, 70]","(3000, 3500]"
7310-EGVHZ,1,No,0,77,5526,,"(70, 80]","(5500, 6000]"
3413-BMNZE,1,No,0,40,3144,,"(30, 40]","(3000, 3500]"
6234-RAAPL,1,No,0,79,5915,,"(70, 80]","(5500, 6000]"
6572-ADKRS,1,No,0,41,3395,,"(40, 50]","(3000, 3500]"
8865-TNMNX,1,No,0,22,2392,,"(20, 30]","(2000, 2500]"
9489-DEDVP,1,No,0,25,4715,,"(20, 30]","(4500, 5000]"
9867-JCZSP,1,No,0,64,3646,,"(60, 70]","(3500, 4000]"
4671-VJLCL,1,No,0,70,4595,,"(60, 70]","(4500, 5000]"
4080-IIARD,1,No,0,41,2569,,"(40, 50]","(2500, 3000]"
3714-NTNFO,1,No,0,71,6434,,"(70, 80]","(6000, 6500]"
5948-UJZLF,1,No,0,57,3805,,"(50, 60]","(3500, 4000]"
7639-LIAYI,1,No,0,49,4142,,"(40, 50]","(4000, 4500]"
2954-PIBKO,1,No,0,62,5128,,"(60, 70]","(5000, 5500]"
8012-SOUDQ,1,No,0,52,2223,,"(50, 60]","(2000, 2500]"
6575-SUVOI,1,No,0,25,3154,,"(20, 30]","(3000, 3500]"
4667-QONEA,1,No,0,59,5153,,"(50, 60]","(5000, 5500]"
8769-KKTPH,1,No,0,79,4572,,"(70, 80]","(4500, 5000]"
5067-XJQFU,1,No,0,74,4582,,"(70, 80]","(4500, 5000]"
3957-SQXML,1,No,0,62,5408,,"(60, 70]","(5000, 5500]"
5954-BDFSG,1,No,0,53,4708,,"(50, 60]","(4500, 5000]"
0434-CSFON,1,No,0,70,4488,,"(60, 70]","(4000, 4500]"
1215-FIGMP,1,No,0,35,6292,,"(30, 40]","(6000, 6500]"
0526-SXDJP,1,No,0,29,6091,,"(20, 30]","(6000, 6500]"
0557-ASKVU,1,No,0,33,4948,,"(30, 40]","(4500, 5000]"
5122-CYFXA,1,No,0,35,5387,,"(30, 40]","(5000, 5500]"
8627-ZYGSZ,1,No,0,61,3817,,"(60, 70]","(3500, 4000]"
3410-YOQBQ,1,No,0,78,4984,,"(70, 80]","(4500, 5000]"
3170-NMYVV,1,No,0,20,5849,,"(10, 20]","(5500, 6000]"
7410-OIEDU,1,No,0,38,5983,,"(30, 40]","(5500, 6000]"
2273-QCKXA,1,No,0,30,3178,,"(20, 30]","(3000, 3500]"
0731-EBJQB,1,No,0,26,5482,,"(20, 30]","(5000, 5500]"
1891-QRQSA,1,No,0,69,4881,,"(60, 70]","(4500, 5000]"
8028-PNXHQ,1,No,0,33,4444,,"(30, 40]","(4000, 4500]"
5630-AHZIL,1,No,0,54,5613,,"(50, 60]","(5500, 6000]"
2673-CXQEU,1,No,0,21,4463,,"(20, 30]","(4000, 4500]"
6416-JNVRK,1,No,0,56,2867,,"(50, 60]","(2500, 3000]"
5590-ZSKRV,1,No,0,43,5614,,"(40, 50]","(5500, 6000]"
0191-ZHSKZ,1,No,0,55,3033,,"(50, 60]","(3000, 3500]"
3887-PBQAO,1,No,0,78,5741,,"(70, 80]","(5500, 6000]"
8108-UXRQN,1,No,0,28,3443,,"(20, 30]","(3000, 3500]"
9919-YLNNG,1,No,0,37,4005,,"(30, 40]","(4000, 4500]"
0318-ZOPWS,1,No,0,37,5422,,"(30, 40]","(5000, 5500]"
4445-ZJNMU,1,No,0,69,3540,,"(60, 70]","(3500, 4000]"
4808-YNLEU,1,No,0,39,5255,,"(30, 40]","(5000, 5500]"
1862-QRWPE,1,No,0,25,4124,,"(20, 30]","(4000, 4500]"
2796-NNUFI,1,No,0,80,5480,,"(70, 80]","(5000, 5500]"
3016-KSVCP,1,No,0,62,3664,,"(60, 70]","(3500, 4000]"
4767-HZZHQ,1,No,0,9,5036,,"(0, 10]","(5000, 5500]"
2424-WVHPL,1,No,0,60,4182,,"(50, 60]","(4000, 4500]"
7233-PAHHL,1,No,0,24,5825,,"(20, 30]","(5500, 6000]"
6067-NGCEU,1,No,0,38,5261,,"(30, 40]","(5000, 5500]"
9848-JQJTX,1,No,0,54,5781,,"(50, 60]","(5500, 6000]"
9803-FTJCG,1,No,0,26,4117,,"(20, 30]","(4000, 4500]"
3212-KXOCR,1,No,0,66,4158,,"(60, 70]","(4000, 4500]"
6380-ARCEH,1,No,0,77,2710,,"(70, 80]","(2500, 3000]"
3679-XASPY,1,No,0,26,5612,,"(20, 30]","(5500, 6000]"
7123-WQUHX,1,No,0,63,4741,,"(60, 70]","(4500, 5000]"
5386-THSLQ,1,No,0,28,6238,,"(20, 30]","(6000, 6500]"
6180-YBIQI,1,No,0,61,4015,,"(60, 70]","(4000, 4500]"
6728-DKUCO,1,No,0,21,4594,,"(20, 30]","(4500, 5000]"
9750-BOOHV,1,No,0,60,3585,,"(50, 60]","(3500, 4000]"
8597-CWYHH,1,No,0,53,5845,,"(50, 60]","(5500, 6000]"
2848-YXSMW,1,No,0,23,5234,,"(20, 30]","(5000, 5500]"
4549-ZDQYY,1,No,0,28,6078,,"(20, 30]","(6000, 6500]"
5712-AHQNN,1,No,0,65,3826,,"(60, 70]","(3500, 4000]"
5256-SKJGO,1,No,0,35,4850,,"(30, 40]","(4500, 5000]"
3071-VBYPO,1,No,0,22,4648,,"(20, 30]","(4500, 5000]"
9560-BBZXK,1,No,0,54,4871,,"(50, 60]","(4500, 5000]"
8402-OOOHJ,1,No,0,59,5918,,"(50, 60]","(5500, 6000]"
9445-ZUEQE,1,No,0,28,3796,,"(20, 30]","(3500, 4000]"
1091-SOZGA,1,No,0,43,4606,,"(40, 50]","(4500, 5000]"
2928-HLDBA,1,No,0,47,5346,,"(40, 50]","(5000, 5500]"
6497-TILVL,1,No,0,59,3097,,"(50, 60]","(3000, 3500]"
7219-TLZHO,1,No,0,76,3172,,"(70, 80]","(3000, 3500]"
4622-YNKIJ,1,No,0,32,5087,,"(30, 40]","(5000, 5500]"
6734-PSBAW,1,No,0,59,5901,,"(50, 60]","(5500, 6000]"
3930-ZGWVE,1,No,0,68,2484,,"(60, 70]","(2000, 2500]"
2639-UGMAZ,1,No,0,68,5372,,"(60, 70]","(5000, 5500]"
2876-GZYZC,1,No,0,58,5886,,"(50, 60]","(5500, 6000]"
8587-XYZSF,1,No,0,63,6064,,"(60, 70]","(6000, 6500]"
7799-LGRDP,1,No,0,79,2017,,"(70, 80]","(2000, 2500]"
7850-VWJUU,1,No,0,29,2221,,"(20, 30]","(2000, 2500]"
3774-VBNXY,1,No,0,51,4557,,"(50, 60]","(4500, 5000]"
6217-KDYWC,1,No,0,40,4393,,"(30, 40]","(4000, 4500]"
3146-MSEGF,1,No,0,8,6102,,"(0, 10]","(6000, 6500]"
1095-WGNGG,1,No,0,60,6311,,"(50, 60]","(6000, 6500]"
2636-SJDOU,1,No,0,53,5044,,"(50, 60]","(5000, 5500]"
1131-QQZEB,1,No,0,52,4329,,"(50, 60]","(4000, 4500]"
5716-EZXZN,1,No,0,59,5878,,"(50, 60]","(5500, 6000]"
6837-BJYDQ,1,No,0,33,2543,,"(30, 40]","(2500, 3000]"
6440-DKQGE,1,No,0,30,4320,,"(20, 30]","(4000, 4500]"
3466-BYAVD,1,No,0,35,3128,,"(30, 40]","(3000, 3500]"
3780-YVMFA,1,No,0,58,3123,,"(50, 60]","(3000, 3500]"
1679-JRFBR,1,No,0,41,5192,,"(40, 50]","(5000, 5500]"
9073-ZZIAY,1,No,0,62,5769,,"(60, 70]","(5500, 6000]"
3077-RSNTJ,1,No,0,43,4293,,"(40, 50]","(4000, 4500]"
6551-GNYDG,1,No,0,46,2563,,"(40, 50]","(2500, 3000]"
9167-APMXZ,1,No,0,32,3549,,"(30, 40]","(3500, 4000]"
2749-CTKAJ,1,No,0,72,2173,,"(70, 80]","(2000, 2500]"
6371-NZYEG,1,No,0,77,5511,,"(70, 80]","(5500, 6000]"
7554-NEWDD,1,No,0,8,3611,,"(0, 10]","(3500, 4000]"
8992-VONJD,1,No,0,22,5156,,"(20, 30]","(5000, 5500]"
4482-EWFMI,1,No,0,43,3056,,"(40, 50]","(3000, 3500]"
4648-YPBTM,1,No,0,55,5644,,"(50, 60]","(5500, 6000]"
2907-ILJBN,1,No,0,29,4047,,"(20, 30]","(4000, 4500]"
6345-FZOQH,1,No,0,54,5570,,"(50, 60]","(5500, 6000]"
5997-OPVFA,1,No,0,54,6212,,"(50, 60]","(6000, 6500]"
1159-WFSGR,1,No,0,62,3990,,"(60, 70]","(3500, 4000]"
7654-YWJUF,1,No,0,51,4382,,"(50, 60]","(4000, 4500]"
6727-IOTLZ,1,No,0,52,2564,,"(50, 60]","(2500, 3000]"
5918-VUKWP,1,No,0,77,5358,,"(70, 80]","(5000, 5500]"
1744-JHKYS,1,No,0,72,3421,,"(70, 80]","(3000, 3500]"
5947-SGKCL,1,No,0,66,2721,,"(60, 70]","(2500, 3000]"
3712-PKXZA,1,No,0,42,5110,,"(40, 50]","(5000, 5500]"
6582-OIVSP,1,No,0,48,3575,,"(40, 50]","(3500, 4000]"
5524-KHNJP,1,No,0,26,5344,,"(20, 30]","(5000, 5500]"
4827-USJHP,1,No,0,24,2764,,"(20, 30]","(2500, 3000]"
8167-GJLRN,1,No,0,55,3108,,"(50, 60]","(3000, 3500]"
0956-SYCWG,1,No,0,49,2024,,"(40, 50]","(2000, 2500]"
8017-UVSZU,1,No,0,72,3359,,"(70, 80]","(3000, 3500]"
7100-FQPRV,1,No,0,23,4106,,"(20, 30]","(4000, 4500]"
2984-RGEYA,1,No,0,72,5325,,"(70, 80]","(5000, 5500]"
9680-NIAUV,1,No,0,74,5945,,"(70, 80]","(5500, 6000]"
2146-EGVDT,1,No,0,28,4149,,"(20, 30]","(4000, 4500]"
2604-IJPDU,1,No,0,36,4382,,"(30, 40]","(4000, 4500]"
9178-JHUVJ,1,No,0,26,4634,,"(20, 30]","(4500, 5000]"
6168-YBYNP,1,No,0,62,6047,,"(60, 70]","(6000, 6500]"
7255-SSFBC,1,No,0,55,4099,,"(50, 60]","(4000, 4500]"
3645-DEYGF,1,No,0,25,3358,,"(20, 30]","(3000, 3500]"
9323-HGFWY,1,No,0,69,3795,,"(60, 70]","(3500, 4000]"
8544-GOQSH,1,No,0,53,4400,,"(50, 60]","(4000, 4500]"
3363-DTIVD,1,No,0,63,5010,,"(60, 70]","(5000, 5500]"
7018-WBJNK,1,No,0,26,5566,,"(20, 30]","(5500, 6000]"
9142-KZXOP,1,No,0,51,2053,,"(50, 60]","(2000, 2500]"
7674-YTAFD,1,No,0,52,3118,,"(50, 60]","(3000, 3500]"
6348-SNFUS,1,No,0,32,4556,,"(30, 40]","(4500, 5000]"
1347-KTTTA,1,No,0,58,6398,,"(50, 60]","(6000, 6500]"
4195-NZGTA,1,No,0,73,5858,,"(70, 80]","(5500, 6000]"
7157-SMCFK,1,No,0,76,5411,,"(70, 80]","(5000, 5500]"
4709-LKHYG,1,No,0,34,3800,,"(30, 40]","(3500, 4000]"
2504-DSHIH,1,No,0,38,5788,,"(30, 40]","(5500, 6000]"
0699-NDKJM,1,No,0,38,4115,,"(30, 40]","(4000, 4500]"
9286-BHDQG,1,No,0,22,5041,,"(20, 30]","(5000, 5500]"
0230-WEQUW,1,No,0,77,5500,,"(70, 80]","(5000, 5500]"
2040-LDIWQ,1,No,0,33,5256,,"(30, 40]","(5000, 5500]"
6496-JDSSB,1,No,0,22,2165,,"(20, 30]","(2000, 2500]"
4443-EMBNA,1,No,0,51,4642,,"(50, 60]","(4500, 5000]"
6469-MRVET,1,No,0,21,4160,,"(20, 30]","(4000, 4500]"
5961-VUSRV,1,No,0,57,4451,,"(50, 60]","(4000, 4500]"
6778-JFCMK,1,No,0,32,4806,,"(30, 40]","(4500, 5000]"
6341-JVQGF,1,No,0,54,5643,,"(50, 60]","(5500, 6000]"
4811-JBUVU,1,No,0,33,3233,,"(30, 40]","(3000, 3500]"
0945-TSONX,1,No,0,30,5698,,"(20, 30]","(5500, 6000]"
2651-ZCBXV,1,No,0,73,6370,,"(70, 80]","(6000, 6500]"
3316-UWXUY,1,No,0,70,6367,,"(60, 70]","(6000, 6500]"
7083-MIOPC,1,No,0,49,5733,,"(40, 50]","(5500, 6000]"
1984-GPTEH,1,No,0,46,5491,,"(40, 50]","(5000, 5500]"
0621-JFHOL,1,No,0,62,3180,,"(60, 70]","(3000, 3500]"
9903-LYSAB,1,No,0,73,4283,,"(70, 80]","(4000, 4500]"
9227-UAQFT,1,No,0,53,4272,,"(50, 60]","(4000, 4500]"
7301-ABVAD,1,No,0,37,4530,,"(30, 40]","(4500, 5000]"
6614-FHDBO,1,No,0,26,4551,,"(20, 30]","(4500, 5000]"
7576-ASEJU,1,No,0,56,5246,,"(50, 60]","(5000, 5500]"
9058-HRZSV,1,No,0,7,5348,,"(0, 10]","(5000, 5500]"
4522-AKYLR,1,No,0,7,5557,,"(0, 10]","(5500, 6000]"
0221-WMXNQ,1,No,0,40,4033,,"(30, 40]","(4000, 4500]"
0303-UNCIP,1,No,0,57,5043,,"(50, 60]","(5000, 5500]"
0959-WHOKV,1,No,0,46,2887,,"(40, 50]","(2500, 3000]"
4075-JFPGR,1,No,0,68,5561,,"(60, 70]","(5500, 6000]"
3282-ZISZV,1,No,0,71,3945,,"(70, 80]","(3500, 4000]"
3675-YDUPJ,1,No,0,58,3768,,"(50, 60]","(3500, 4000]"
4111-BNXIF,1,No,0,56,4478,,"(50, 60]","(4000, 4500]"
7017-VFHAY,1,No,0,38,6090,,"(30, 40]","(6000, 6500]"
6655-LHBYW,1,No,0,33,5068,,"(30, 40]","(5000, 5500]"
5046-NUHWD,1,No,0,50,3094,,"(40, 50]","(3000, 3500]"
7529-ZDFXI,1,No,0,36,4429,,"(30, 40]","(4000, 4500]"
7605-BDWDC,1,No,0,67,2539,,"(60, 70]","(2500, 3000]"
1950-KSVVJ,1,No,0,61,4885,,"(60, 70]","(4500, 5000]"
0123-CRBRT,1,No,0,40,5152,,"(30, 40]","(5000, 5500]"
6292-TOSSS,1,No,0,68,4297,,"(60, 70]","(4000, 4500]"
3197-ARFOY,1,No,0,59,3524,,"(50, 60]","(3500, 4000]"
7014-ZZXAW,1,No,0,59,5409,,"(50, 60]","(5000, 5500]"
7633-MVPUY,1,No,0,68,4012,,"(60, 70]","(4000, 4500]"
4716-HHKQH,1,No,0,65,5328,,"(60, 70]","(5000, 5500]"
3179-GBRWV,1,No,0,23,4604,,"(20, 30]","(4500, 5000]"
8645-KWHJO,1,No,0,23,4900,,"(20, 30]","(4500, 5000]"
4130-MZLCC,1,No,0,54,2739,,"(50, 60]","(2500, 3000]"
0314-TKOSI,1,No,0,42,5377,,"(40, 50]","(5000, 5500]"
8229-MYEJZ,1,No,0,47,5765,,"(40, 50]","(5500, 6000]"
2080-SRCDE,1,No,0,38,4556,,"(30, 40]","(4500, 5000]"
9577-WJVCQ,1,No,0,24,5310,,"(20, 30]","(5000, 5500]"
6202-DYYFX,1,No,0,41,2031,,"(40, 50]","(2000, 2500]"
3808-HFKDE,1,No,0,59,3460,,"(50, 60]","(3000, 3500]"
3727-OWVYD,1,No,0,70,2075,,"(60, 70]","(2000, 2500]"
2294-SALNE,1,No,0,54,3200,,"(50, 60]","(3000, 3500]"
4847-TAJYI,1,No,0,75,2578,,"(70, 80]","(2500, 3000]"
1563-IWQEX,1,No,0,71,5715,,"(70, 80]","(5500, 6000]"
8203-XJZRC,1,No,0,57,5384,,"(50, 60]","(5000, 5500]"
6556-DBKZF,1,No,0,26,5841,,"(20, 30]","(5500, 6000]"
6851-WEFYX,1,No,0,38,3318,,"(30, 40]","(3000, 3500]"
2985-JUUBZ,1,No,0,64,3718,,"(60, 70]","(3500, 4000]"
0895-LMRSF,1,No,0,50,3314,,"(40, 50]","(3000, 3500]"
8266-VBFQL,1,No,0,35,3314,,"(30, 40]","(3000, 3500]"
8181-YHCMF,1,No,0,24,4864,,"(20, 30]","(4500, 5000]"
2240-HSJQD,1,No,0,55,3571,,"(50, 60]","(3500, 4000]"
1248-DYXUB,1,No,0,76,5320,,"(70, 80]","(5000, 5500]"
4115-BNPJY,1,No,0,44,5625,,"(40, 50]","(5500, 6000]"
3167-SNQPL,1,No,0,78,4036,,"(70, 80]","(4000, 4500]"
4091-TVOCN,1,No,0,69,2257,,"(60, 70]","(2000, 2500]"
1098-TDVUQ,1,No,0,66,4745,,"(60, 70]","(4500, 5000]"
7277-OZCGZ,1,No,0,75,5479,,"(70, 80]","(5000, 5500]"
1557-EMYVT,1,No,0,57,4115,,"(50, 60]","(4000, 4500]"
2799-ARNLO,1,No,0,41,5437,,"(40, 50]","(5000, 5500]"
5027-YOCXN,1,No,0,56,5604,,"(50, 60]","(5500, 6000]"
3973-SKMLN,1,No,0,28,5308,,"(20, 30]","(5000, 5500]"
6745-JEFZB,1,No,0,78,3617,,"(70, 80]","(3500, 4000]"
9880-TDQAC,1,No,0,43,5471,,"(40, 50]","(5000, 5500]"
8705-WZCYL,1,No,0,31,2269,,"(30, 40]","(2000, 2500]"
7102-JJVTX,1,No,0,46,4562,,"(40, 50]","(4500, 5000]"
8626-PTQGE,1,No,0,22,5388,,"(20, 30]","(5000, 5500]"
4983-CLMLV,1,No,0,63,4044,,"(60, 70]","(4000, 4500]"
5701-YVSVF,1,No,0,21,4413,,"(20, 30]","(4000, 4500]"
5697-GOMBF,1,No,0,34,5444,,"(30, 40]","(5000, 5500]"
2739-CACDQ,1,No,0,26,3754,,"(20, 30]","(3500, 4000]"
9385-EHGDO,1,No,0,46,4177,,"(40, 50]","(4000, 4500]"
9498-FIMXL,1,No,0,40,5272,,"(30, 40]","(5000, 5500]"
2379-GYFLQ,1,No,0,50,5316,,"(40, 50]","(5000, 5500]"
2088-IEBAU,1,No,0,46,5531,,"(40, 50]","(5500, 6000]"
7982-VCELR,1,No,0,22,2807,,"(20, 30]","(2500, 3000]"
6035-BXTTY,1,No,0,56,4045,,"(50, 60]","(4000, 4500]"
6885-PKOAM,1,No,0,57,4487,,"(50, 60]","(4000, 4500]"
7520-HQWJU,1,No,0,26,4172,,"(20, 30]","(4000, 4500]"
9639-BUJXT,1,No,0,28,5997,,"(20, 30]","(5500, 6000]"
5924-SNGKP,1,No,0,25,3972,,"(20, 30]","(3500, 4000]"
0021-IKXGC,1,No,0,50,4432,,"(40, 50]","(4000, 4500]"
8966-SNIZF,1,No,0,57,5540,,"(50, 60]","(5500, 6000]"
6243-OZGFH,1,No,0,65,3248,,"(60, 70]","(3000, 3500]"
4654-DLAMQ,1,No,0,68,4053,,"(60, 70]","(4000, 4500]"
0513-RBGPE,1,No,0,66,5229,,"(60, 70]","(5000, 5500]"
5160-UXJED,1,No,0,67,2130,,"(60, 70]","(2000, 2500]"
4115-NZRKS,1,No,0,25,2415,,"(20, 30]","(2000, 2500]"
3351-NGXYI,1,No,0,38,2276,,"(30, 40]","(2000, 2500]"
8984-EYLLL,1,No,0,72,5682,,"(70, 80]","(5500, 6000]"
9833-TGFHX,1,No,0,71,2170,,"(70, 80]","(2000, 2500]"
9294-TDIPC,1,No,0,58,5169,,"(50, 60]","(5000, 5500]"
5229-DTFYB,1,No,0,69,5584,,"(60, 70]","(5500, 6000]"
0104-PPXDV,1,No,0,30,5232,,"(20, 30]","(5000, 5500]"
5176-LMJXE,1,No,0,53,5404,,"(50, 60]","(5000, 5500]"
3583-KRKMD,1,No,0,62,4668,,"(60, 70]","(4500, 5000]"
9069-LGEUL,1,No,0,42,5379,,"(40, 50]","(5000, 5500]"
7302-ZHMHP,1,No,0,51,2577,,"(50, 60]","(2500, 3000]"
9571-EDEBV,1,No,0,28,5101,,"(20, 30]","(5000, 5500]"
3520-FJGCV,1,No,0,70,6486,,"(60, 70]","(6000, 6500]"
6563-VRERX,1,No,0,52,5212,,"(50, 60]","(5000, 5500]"
6122-EFVKN,1,No,0,64,5531,,"(60, 70]","(5500, 6000]"
2805-EDJPQ,1,No,0,68,5926,,"(60, 70]","(5500, 6000]"
6862-CQUMB,1,No,0,75,2640,,"(70, 80]","(2500, 3000]"
7156-MXBJE,1,No,0,5,2319,,"(0, 10]","(2000, 2500]"
6158-HDPXZ,1,No,0,51,4193,,"(50, 60]","(4000, 4500]"
2863-IMQDR,1,No,0,48,6149,,"(40, 50]","(6000, 6500]"
5686-CMAWK,1,No,0,29,5863,,"(20, 30]","(5500, 6000]"
5651-CRHKQ,1,No,0,62,5325,,"(60, 70]","(5000, 5500]"
8204-YJCLA,1,No,0,68,4886,,"(60, 70]","(4500, 5000]"
6583-SZVGP,1,No,0,76,5994,,"(70, 80]","(5500, 6000]"
1708-PBBOA,1,No,0,62,3179,,"(60, 70]","(3000, 3500]"
8782-LKFPK,1,No,0,63,4751,,"(60, 70]","(4500, 5000]"
5522-JBWMO,1,No,0,29,4020,,"(20, 30]","(4000, 4500]"
3597-MVHJT,1,No,0,21,2026,,"(20, 30]","(2000, 2500]"
9774-NRNAU,1,No,0,75,5352,,"(70, 80]","(5000, 5500]"
0224-RLWWD,1,No,0,44,3805,,"(40, 50]","(3500, 4000]"
9967-ATRFS,1,No,0,21,3245,,"(20, 30]","(3000, 3500]"
3951-NJCVI,1,No,0,34,2677,,"(30, 40]","(2500, 3000]"
2977-CEBSX,1,No,0,74,5813,,"(70, 80]","(5500, 6000]"
